id	file_name	file_size	md5sum	experimental_strategy	case_submitter_id	aliquot_submitter_id	file_type
598f23c4-5ca6-4d4d-9747-466041623249	106802d3-0b12-468a-ab4b-eddba752d1a3.FPKM-UQ.txt.gz	449099	1acc0c46583967faa6b87dc8405a6701	RNA-Seq	C3N-01505	CPT0089150006	FPKM-UQ
59b88da1-0438-4747-b9f5-6fd305dbb630	e2c0614b-aba1-4e2e-92b7-cbbba87ae4a1.FPKM.txt.gz	341273	d6e5dee0df25d875889d2ed70c23cb3c	RNA-Seq	C3N-01192	CPT0087950006	FPKM
5f481083-6d3a-4073-b448-a7f95d800883	43c9672b-18e0-4291-890c-5d8f609a9a5b.rna_seq.star_gene_counts.tsv.gz	424323	dafb3a2f3d1804a91759c1fc5eb1e5d7	RNA-Seq	C3L-00349	CPT0000490005	rna_seq.star_gene_counts
5ff0104e-a12d-4dc3-abb4-1b82092fcd24	f5fd2842-40eb-45bf-bab3-e9dc747dbf1a.FPKM.txt.gz	341850	a5969c770c5fa54ca8aec53568083d1b	RNA-Seq	C3L-00429	CPT0011840014	FPKM
6e3d7e5b-a97f-4bc2-b161-398dd02009b4	106802d3-0b12-468a-ab4b-eddba752d1a3.FPKM.txt.gz	342035	163e00202595ab2bf380c57c3c66f60d	RNA-Seq	C3N-01505	CPT0089150006	FPKM
70c0a5e4-1908-4b3b-84a4-9e4014418dd0	2b172463-876d-4f5c-abdf-136d461af026.rna_seq.star_gene_counts.tsv.gz	433530	06ea5686830fd087acaaf71f088b1fda	RNA-Seq	C3N-01518	CPT0167640009	rna_seq.star_gene_counts
8fa35ce9-d4c2-4624-ad3c-f7568bbdb3ef	1a4dcfe0-7950-4957-ba2d-a52e74c3eac7.rna_seq.star_gene_counts.tsv.gz	426779	207abbe209d9baab0b6c40614a0f1644	RNA-Seq	C3N-01196	CPT0078580013	rna_seq.star_gene_counts
92b9f667-1f7f-49f7-8d8d-647ea24445cc	b6451029-e753-4e2a-bf7f-a83df8af3779.FPKM-UQ.txt.gz	448662	4bf28af8d4b252ef5cfcc4f54fe40d8f	RNA-Seq	C3N-01857	CPT0162140010	FPKM-UQ
9628ea47-4c9d-4037-923b-189d2ca8cea9	781899c2-5da0-4d45-a187-e2a34dfd4e3e.rna_seq.star_gene_counts.tsv.gz	414971	d643aec312cd58a3fe3697c847d77f20	RNA-Seq	C3L-00019	CPT0017430010	rna_seq.star_gene_counts
9d41b434-59ba-4583-b0bf-86800a828cde	413052c7-0d49-4515-be9c-75492747b3ee.rna_seq.star_gene_counts.tsv.gz	415955	0e5f2f35d6a630380c35512f913c5257	RNA-Seq	C3N-01369	CPT0162020009	rna_seq.star_gene_counts
9eb1dd94-d13f-4562-abce-459261754a40	387c25e5-e380-4778-95c2-a44755e400bb.htseq_counts.txt.gz	258889	30dadd9e1ae45ffd0d58be6927ce25d0	RNA-Seq	C3L-00265	CPT0011440010	htseq_counts
a3ff99cf-0ad1-4a2a-bf97-e32986f6ac2a	77997517-7923-4d35-8102-8a723de1de68.htseq_counts.txt.gz	258868	462d4621e81e057c60caa20480543f2b	RNA-Seq	C3N-01856	CPT0162100009	htseq_counts
a8ba0117-c1c4-41e9-9ef0-c83964eb387d	2b2e1447-84cb-419e-8f5d-00850af3dd28.htseq_counts.txt.gz	257499	6759cc26d1e4a1bcbb49d8413c892fa5	RNA-Seq	C3L-00019	CPT0017430010	htseq_counts
a8ed977b-7632-4904-ab13-b6dcb84a7758	6248f768-d61b-4a63-8529-376bf11bbbe8.FPKM.txt.gz	344128	2e9f56ef09bafaf56cd56561eb397ce2	RNA-Seq	C3N-01815	CPT0167970009	FPKM
ae8af940-d32a-4472-8d18-73300716edf2	483a0839-2b99-420d-94b0-e8aa7a089737.rna_seq.star_gene_counts.tsv.gz	433817	4a1b1e33817e5bf6c71b4b978a48bf8a	RNA-Seq	C3N-01815	CPT0167970009	rna_seq.star_gene_counts
b148fadd-8c47-445d-9a71-167c191ef5b5	fdc410f6-440e-4e71-bbdd-e457b712873a.FPKM-UQ.txt.gz	437539	414e3e780adb6eb120cf8b6b48d1cb9d	RNA-Seq	C3N-01366	CPT0093510006	FPKM-UQ
cd5bf722-0569-4549-8e6f-93632398f3cd	3692fcd4-1582-4f4d-90d3-dfff011570dc.htseq_counts.txt.gz	256787	91a258ab0c713c13dc827a1e7b7a9dce	RNA-Seq	C3N-01369	CPT0162020009	htseq_counts
de61db5f-1936-4c26-9c7d-3d41d9518eb1	77997517-7923-4d35-8102-8a723de1de68.FPKM.txt.gz	338719	a642d14e43be4b3e4f7600d82d78fb58	RNA-Seq	C3N-01856	CPT0162100009	FPKM
e6f95352-0ce7-4c8d-aa3b-67194df66cb4	fdc8ec75-f157-4006-9b01-ddd2dd2d4439.rna_seq.star_gene_counts.tsv.gz	421923	db78474679a997521bdcfe36b23b06a0	RNA-Seq	C3N-01856	CPT0162100009	rna_seq.star_gene_counts
242bec71-074d-49ff-ab6e-72f62f05cc6a	43c9672b-18e0-4291-890c-5d8f609a9a5b.rna_seq.star_splice_junctions.tsv.gz	3271853	f4915a57f6482b04f7fce35387cc9039	RNA-Seq	C3L-00349	CPT0000490005	rna_seq.star_splice_junctions
268fffba-e97a-45c8-9ee9-803bfadd7ea7	a4998e9e-e3f9-4ba3-9cfd-fd3f67f68382.rna_seq.star_splice_junctions.tsv.gz	3112614	dd475a831a7e8afcee8dd8fa16af10c8	RNA-Seq	C3N-01505	CPT0089150006	rna_seq.star_splice_junctions
2c952994-7f3a-4b0a-b8f7-8d8df1e5df6c	f5ad6e9c-5dee-42b6-b888-503901774a06.rna_seq.star_splice_junctions.tsv.gz	3241050	a8355a05264b947ac8fc7d26aaf1587d	RNA-Seq	C3N-01192	CPT0087950006	rna_seq.star_splice_junctions
3e449bec-f50a-48df-8e33-7684093a9070	5f6c699d-3dd1-4c1e-b772-71283cf32603.rna_seq.star_splice_junctions.tsv.gz	3213578	9a03071cc5721ed77ff5e58595ec076a	RNA-Seq	C3L-01046	CPT0127480010	rna_seq.star_splice_junctions
3ef72cf8-f3f7-439a-8444-aa5a4e488a37	d4187670-64bc-48c5-9be9-3780bc7cd89e.rna_seq.star_splice_junctions.tsv.gz	3423159	0766a48d23b23af43e55bd69dcae4cf4	RNA-Seq	C3L-00674	CPT0064650006	rna_seq.star_splice_junctions
626ccee7-d77d-4377-a9ac-d68b16037b80	116dc1ac-26e8-47b4-92aa-5c0ff0a50907.rna_seq.star_splice_junctions.tsv.gz	3118124	ec6aa6087d2ab0123cb86bbf932264f4	RNA-Seq	C3L-00591	CPT0017810010	rna_seq.star_splice_junctions
812324b9-8285-4951-b9eb-fa4b90c7af58	cfdf6b41-4431-404e-adec-1b8db6b87f80.rna_seq.star_splice_junctions.tsv.gz	3309447	f3b4e4aa1071ba2089868440465695e7	RNA-Seq	C3L-00506	CPT0017560020	rna_seq.star_splice_junctions
96c6b171-aa72-4d92-965c-74a6a38d3e34	4876389c-4c76-4261-ab4e-bcec93a46982.rna_seq.star_splice_junctions.tsv.gz	3224202	62db3fa1f00f82ceb65cc63bc717a88f	RNA-Seq	C3L-00278	CPT0000430008	rna_seq.star_splice_junctions
a26d51a8-829d-4740-8f32-6af586f00b03	b44988b3-2906-455f-9a03-98e881ec0826.rna_seq.star_splice_junctions.tsv.gz	3240079	b5fa355996437ec0762d0c926e931d85	RNA-Seq	C3L-00365	CPT0002410013	rna_seq.star_splice_junctions
ab007fb3-8602-457e-a5bc-78dc1f8dfcf6	9aac269b-4901-4bb7-9e79-7930d04568c9.rna_seq.star_splice_junctions.tsv.gz	2962324	aac16ba3f8d5ef197112e858c6db2314	RNA-Seq	C3L-00429	CPT0011840014	rna_seq.star_splice_junctions
c0a7fae0-1851-433a-b1ec-35bf16441221	2b172463-876d-4f5c-abdf-136d461af026.rna_seq.star_splice_junctions.tsv.gz	3490205	3813c8df861405657a9dbddf3487343e	RNA-Seq	C3N-01518	CPT0167640009	rna_seq.star_splice_junctions
d3f3ae52-d4f0-4b5d-bd2e-cd6177e3ec98	db99b367-2037-4810-8f6a-d0dc3df56838.rna_seq.star_splice_junctions.tsv.gz	2828159	85b19edfb597a252a1731b86a09b8723	RNA-Seq	C3L-00016	CPT0000160009	rna_seq.star_splice_junctions
e4b9fd79-0782-4a01-b6ec-836b77ee9cd7	d75aae45-ccd9-4948-bef5-a370f5b51997.rna_seq.star_splice_junctions.tsv.gz	3628651	2f99fcd79ec61a548e249da684cd018d	RNA-Seq	C3N-01817	CPT0168170009	rna_seq.star_splice_junctions
eb442333-97c7-4b84-8e62-32289d7b67be	cb31907f-5c8e-44e6-995e-ac2e1ee72dd0.rna_seq.star_splice_junctions.tsv.gz	3101070	d23134d2101649dd1bf79a126d21ea92	RNA-Seq	C3N-01368	CPT0093590006	rna_seq.star_splice_junctions
f8e01759-ba09-4c86-a1df-a381d34180b1	2c57cb9b-9996-4619-80eb-c66eefedca1e.rna_seq.star_splice_junctions.tsv.gz	3567855	5effc548a4651f19a94faf523af0ea7e	RNA-Seq	C3N-02188	CPT0168830009	rna_seq.star_splice_junctions
0856469f-52ac-46b7-85fc-ba96b2b1cac4	48d1a5e8-481e-4b3f-94ac-6c297f0e3ef5.rna_seq.star_splice_junctions.tsv.gz	3308050	d8f181b891837ad36f441fcfc0c3d2c7	RNA-Seq	C3N-00665	CPT0093360006	rna_seq.star_splice_junctions
0c27c513-1784-4830-a046-3e49a5036257	483a0839-2b99-420d-94b0-e8aa7a089737.rna_seq.star_splice_junctions.tsv.gz	3525105	243ab6baf9ffbd0ed95078eab35ef48e	RNA-Seq	C3N-01815	CPT0167970009	rna_seq.star_splice_junctions
0f000352-2d39-45c2-aef3-022ae8dcaa43	526b2ee3-ba82-40af-a3b4-0bd355d2337c.rna_seq.star_splice_junctions.tsv.gz	3024322	a549d2b865dda91d97a2b638caf37fb5	RNA-Seq	C3L-00528	CPT0017670010	rna_seq.star_splice_junctions
120ed9a0-153e-430c-98d4-9e6d8bbd067e	ecc7fef4-78d0-4900-8fb0-3216b60ec1be.rna_seq.star_splice_junctions.tsv.gz	3161809	ee1540cf3a0dd4047db2d5154909c96a	RNA-Seq	C3N-01814	CPT0167860010	rna_seq.star_splice_junctions
1338ce77-195a-45fa-94f6-7f90859bf52d	ea4e4620-f51f-4725-bc5e-1fd95b55f774.rna_seq.star_splice_junctions.tsv.gz	3452509	5584c3f8f87b740d8617b307adb839d8	RNA-Seq	C3N-01798	CPT0167750010	rna_seq.star_splice_junctions
1c271ea9-0202-47df-bbe0-b81ab5b95eb9	e86802b2-71d4-41e7-9698-ea5e0bc1a673.rna_seq.star_splice_junctions.tsv.gz	3336683	18102b511de54d2882db3f3f84832d0c	RNA-Seq	C3L-00104	CPT0092440006	rna_seq.star_splice_junctions
27067688-fbd7-44f5-836f-b245d7254b81	64db4d73-f3fb-4997-93f8-71a98cd6b732.rna_seq.star_splice_junctions.tsv.gz	3323747	11b572e2b6c9fd515611109320c5d5cb	RNA-Seq	C3N-01818	CPT0168270009	rna_seq.star_splice_junctions
2830da83-6cfc-4878-9c9d-8a33fccf8f1f	931c3d78-0f54-4792-8df5-1f12516ebebe.rna_seq.star_splice_junctions.tsv.gz	3340150	3c3ed4a376a3353cb0d8821208fbac75	RNA-Seq	C3L-00631	CPT0017910010	rna_seq.star_splice_junctions
2b5cc2cd-e86e-4c03-921d-4656ac9c023a	7ecb1fa8-f5c1-40b6-8909-8a6232ae461f.rna_seq.star_splice_junctions.tsv.gz	3197692	f3cd2d5b846570ebd6543dd840b23f3e	RNA-Seq	C3N-00662	CPT0087680006	rna_seq.star_splice_junctions
2e85de83-696f-4175-a0a6-c5834090bda5	24075898-869a-46dc-823b-36bdccd1b538.rna_seq.star_splice_junctions.tsv.gz	3399353	c421d13bed9fec70210b39a7135b08ed	RNA-Seq	C3N-02186	CPT0168720009	rna_seq.star_splice_junctions
30874b14-4d58-41ed-af81-847dda78d5fe	ad329b33-b7cc-42fb-8daf-2096b91752fb.rna_seq.star_splice_junctions.tsv.gz	3154162	6db8ffe753da49ffc3e78e5655f73dec	RNA-Seq	C3L-01040	CPT0171580014	rna_seq.star_splice_junctions
36f1f5e9-7276-4b26-a659-920b128fb75c	7df4a1c0-38a7-4a70-b6b7-000f7cc05e3f.rna_seq.star_splice_junctions.tsv.gz	3712265	49557ef0726632d04a21c507e6fa62c3	RNA-Seq	C3L-02465	CPT0125570006	rna_seq.star_splice_junctions
40d788eb-8fd3-4c2c-b7e7-c4f0dea7749d	a0e8a67a-dbd0-48f5-909b-3be648f0b277.rna_seq.star_splice_junctions.tsv.gz	3099009	7510dae8c4b241575793761d8489461b	RNA-Seq	C3N-01364	CPT0093450006	rna_seq.star_splice_junctions
44018a39-5dff-4071-bb73-1e7119f63a93	10763311-cf6a-47d9-9777-39867a9ffd00.rna_seq.star_splice_junctions.tsv.gz	3309594	64ecc5fcbdaedb87caae32db73020dea	RNA-Seq	C3N-01816	CPT0168080009	rna_seq.star_splice_junctions
466575cf-f381-4136-912c-6b92ad9f438e	aaf67aaa-d7a8-4c7b-a592-5f68bf1d4c24.rna_seq.star_splice_junctions.tsv.gz	3392963	59d84329c4903b9fa457f6cbeb47d4d5	RNA-Seq	C3L-00265	CPT0011440010	rna_seq.star_splice_junctions
4ee85a6e-f99a-4d65-8bf6-ac57aa70fc4f	75774427-0141-4f32-a16b-88e39ca26928.rna_seq.star_splice_junctions.tsv.gz	3344562	5a163ce89e091958fdda5b6fc8e8685a	RNA-Seq	C3L-02041	CPT0125510006	rna_seq.star_splice_junctions
5d0ca859-469e-4971-80e3-596f457e4791	bf476219-0d90-4430-8c0a-70d98e489dbe.rna_seq.star_splice_junctions.tsv.gz	3420309	ac9d42d1adecf06b66b98041c447ded9	RNA-Seq	C3N-01370	CPT0162060008	rna_seq.star_splice_junctions
5f0589c6-3dee-4ff9-a773-0aadf94c0a6b	01cdfbec-b7b8-47bb-9b3c-04b9ceb89d19.rna_seq.star_splice_junctions.tsv.gz	3404014	08a130d133532458b582eb17dd2108b5	RNA-Seq	C3N-02181	CPT0168380009	rna_seq.star_splice_junctions
65223bdc-549b-4055-a496-af981a8270f0	16f593f9-72c7-4c22-9959-26acb078eb90.rna_seq.star_splice_junctions.tsv.gz	3358984	d440470e0e9d7f24db673c42a7a99fe4	RNA-Seq	C3L-01839	CPT0092060006	rna_seq.star_splice_junctions
6d1013eb-f596-424b-be6a-78e4433282d7	8c517eeb-2c7a-4ffb-a94d-c662e6d9a76d.rna_seq.star_splice_junctions.tsv.gz	2436384	03e397ce3c76319c61b4e9efed978ee4	RNA-Seq	C3L-00424	CPT0011630010	rna_seq.star_splice_junctions
7324c1ce-3404-4be5-9d92-992068270a33	c384ac16-e8e5-4fe9-868a-0c09c4d46f07.rna_seq.star_splice_junctions.tsv.gz	3003716	2c95a71153d05f607d7ef7895ab09405	RNA-Seq	C3L-01327	CPT0064890006	rna_seq.star_splice_junctions
8c14b7f9-2920-4b5e-ab21-080a31095ac3	bcba586f-1f62-4816-b76b-ac2ebb5f8094.rna_seq.star_splice_junctions.tsv.gz	3349322	7affc8a0c47c0f518b4bd2244bfde8f6	RNA-Seq	C3L-01043	CPT0127420009	rna_seq.star_splice_junctions
93aa460b-f09b-4fff-9270-24e80cd67c13	ecdfe25c-9d03-449b-9c2d-22081e956c18.rna_seq.star_splice_junctions.tsv.gz	3031654	2418d2f2026763e2d86dbadef67557c4	RNA-Seq	C3L-01887	CPT0104330006	rna_seq.star_splice_junctions
969c5e2f-1134-4144-879f-c21c287e2550	c2ec45fc-3620-47a3-8ddb-f3db320ba09f.rna_seq.star_splice_junctions.tsv.gz	3269900	c5a1758ac68c2ae79b7a668bee66d2c4	RNA-Seq	C3N-02183	CPT0168480009	rna_seq.star_splice_junctions
a3271d21-d770-4c5e-9d3a-f2fc67ce530b	1c751169-0574-4860-af7f-b033bc36abd6.rna_seq.star_splice_junctions.tsv.gz	3362881	66884e240e4e9d59170b7ed4868ec1e6	RNA-Seq	C3L-00671	CPT0064450007	rna_seq.star_splice_junctions
a4508a70-a34e-485b-b557-684d4c532bad	71f3dcab-b871-4e7f-b68a-43d27e5840e1.rna_seq.star_splice_junctions.tsv.gz	3424177	d19893723dd095f3a8010d6e60b8bf31	RNA-Seq	C3L-02504	CPT0175060009	rna_seq.star_splice_junctions
a4f71ec2-623d-45f0-98f5-94c8de5ad3f5	5df0c6c8-8eba-4338-8d89-b17e7850409e.rna_seq.star_splice_junctions.tsv.gz	3301242	fed0f95901c82ac20f2cf2376d9f0976	RNA-Seq	C3N-01334	CPT0125220009	rna_seq.star_splice_junctions
a86b835e-7eb9-4812-961e-548968251693	0bd61f0c-5023-49e8-978d-758d69e12e07.rna_seq.star_splice_junctions.tsv.gz	3283685	763b174b44d4090eea6b3695cc70a6aa	RNA-Seq	C3L-01834	CPT0104220005	rna_seq.star_splice_junctions
a8d08f7c-675b-4ec9-9782-3f4163db872b	959a2a16-9b32-473f-84ac-9dc9f81d5ec2.rna_seq.star_splice_junctions.tsv.gz	3160815	4d23fbfd81da0afd34a690fb8bffde9d	RNA-Seq	C3N-00663	CPT0087730006	rna_seq.star_splice_junctions
a97d7b31-5194-4691-b87d-12409f480cdb	3eca3ff3-8621-4e8b-9a74-074e23c5f755.rna_seq.star_splice_junctions.tsv.gz	3139603	b7ddcc675d0b025555447442e9e604ef	RNA-Seq	C3N-01515	CPT0079790006	rna_seq.star_splice_junctions
aa0edea7-47bd-4899-86a9-d7bf02a8b310	1ae50000-ca3d-4923-a7ea-f5ed3afdd5dd.rna_seq.star_splice_junctions.tsv.gz	3123310	6cfc71fc688b5df36ea9375d77a499cf	RNA-Seq	C3N-01367	CPT0093550006	rna_seq.star_splice_junctions
af2d8823-e24e-4fc6-880b-4b8aeb30fb30	f36cbc5e-efc0-4f59-9297-72aacc496954.rna_seq.star_splice_junctions.tsv.gz	3107421	4f631f8226013763742853b6f2744b23	RNA-Seq	C3N-01517	CPT0167530009	rna_seq.star_splice_junctions
bd5a445c-3686-42de-a6a0-84578c2d2ea2	b260219c-c945-48ed-8b9f-288a773bd1bb.rna_seq.star_splice_junctions.tsv.gz	3055034	5e052b78f9da5c48c425f321a1d4e46d	RNA-Seq	C3N-00661	CPT0087570006	rna_seq.star_splice_junctions
c1a71af3-913b-423c-bc88-c4e3937c0d43	825b7a02-a331-4c5b-9801-1e1e7c8901ec.rna_seq.star_splice_junctions.tsv.gz	2974671	2ea58264559de30453ab4c979cd5c93d	RNA-Seq	C3N-01366	CPT0093510006	rna_seq.star_splice_junctions
c954f334-72ec-4f99-a824-ffabfeb23015	5d9c5c93-6e90-4703-a956-0c1127804984.rna_seq.star_splice_junctions.tsv.gz	3219630	1af36a4da4d40d38ddccf65ec01a2063	RNA-Seq	C3L-02542	CPT0161730009	rna_seq.star_splice_junctions
da3171b8-a1c1-4ccd-b4a2-90b3fa10805d	0d1e2fdc-6246-4c05-a4af-967e338acec6.rna_seq.star_splice_junctions.tsv.gz	3365986	7b1db37d3a936c557c7115833c39620c	RNA-Seq	C3L-00677	CPT0071100009	rna_seq.star_splice_junctions
e14240ea-be4f-40d9-9681-dd1a18ae1bcc	781899c2-5da0-4d45-a187-e2a34dfd4e3e.rna_seq.star_splice_junctions.tsv.gz	2799699	5ab44207d537db0c2b6f4974978e609d	RNA-Seq	C3L-00019	CPT0017430010	rna_seq.star_splice_junctions
e59a5387-1ee7-4876-b9be-0fe0acf80e97	c1549287-1d21-4120-9660-bbf562cca5cf.rna_seq.star_splice_junctions.tsv.gz	3088280	1f9e12e24c27e4f34cdfa4fb15b1220a	RNA-Seq	C3L-01045	CPT0123530006	rna_seq.star_splice_junctions
ee1fa72d-1cc7-4e07-b309-7802db6b988d	1a4dcfe0-7950-4957-ba2d-a52e74c3eac7.rna_seq.star_splice_junctions.tsv.gz	3113123	aeb4d9e9bf30d1027e39323e70cafc92	RNA-Seq	C3N-01196	CPT0078580013	rna_seq.star_splice_junctions
f3c529e9-e1f9-47fa-9f3d-972bb234415f	eced3834-314b-459f-8cb3-baed219d55b0.rna_seq.star_splice_junctions.tsv.gz	3190681	acc3f92e86750ccc8731a2a381757437	RNA-Seq	C3N-01850	CPT0125260008	rna_seq.star_splice_junctions
f5842db6-ad25-4786-a5e5-822c35a80cd9	f2bea98e-f4e6-400b-ae9c-10bad2f1a72d.rna_seq.star_splice_junctions.tsv.gz	3445327	b38ea8a4ef27485de830cce2270fe8ba	RNA-Seq	C3N-02185	CPT0168590009	rna_seq.star_splice_junctions
f8f3e408-763e-430e-b87c-c1cd3382cb08	0f69726c-edd1-4f9d-9d1d-bbdfaed9f920.rna_seq.star_splice_junctions.tsv.gz	3257419	a6504a98ee2aa02bc0e6d0566575fd91	RNA-Seq	C3N-01857	CPT0162140010	rna_seq.star_splice_junctions
13569f75-b2e4-4d57-b030-1a7a3573b254	413052c7-0d49-4515-be9c-75492747b3ee.rna_seq.star_splice_junctions.tsv.gz	3051269	53d7c4569abd1f98812da1a178e9c8b2	RNA-Seq	C3N-01369	CPT0162020009	rna_seq.star_splice_junctions
2f950e19-1ebb-4106-bc21-c67e6f72ec58	fdc8ec75-f157-4006-9b01-ddd2dd2d4439.rna_seq.star_splice_junctions.tsv.gz	3313042	37bb832f6dbd57e9b740e9f4d3bb6c77	RNA-Seq	C3N-01856	CPT0162100009	rna_seq.star_splice_junctions
cfc65165-32aa-407b-944f-12343f419f69	27fed460-a091-4668-b257-f8f19a353e21.rna_seq.star_splice_junctions.tsv.gz	3431479	b5f45c141744dc29f25fed4968b6a061	RNA-Seq	C3N-01197	CPT0078480009	rna_seq.star_splice_junctions
56d7d447-9ff2-4a44-bc9c-f77848e640a6	d12c4f90-2867-473e-83ec-e23486c14084.FPKM.txt.gz	346884	475e83fc25f0a2dd8defee106ed58196	RNA-Seq	C3L-02708	CPT0189570010	FPKM
9e71f1a3-bf46-4554-b692-8a008a36d2f8	d12c4f90-2867-473e-83ec-e23486c14084.FPKM-UQ.txt.gz	454274	3733abd2236847204071a0421ff7dc67	RNA-Seq	C3L-02708	CPT0189570010	FPKM-UQ
b14b6a21-870f-406d-99f4-e667c87115cf	a3a08d90-62f5-4097-b289-9e5470a921bb.rna_seq.star_gene_counts.tsv.gz	433504	fc214d250a60cc196524d58ccc83aa00	RNA-Seq	C3L-02708	CPT0189570010	rna_seq.star_gene_counts
c15200d3-2baa-486c-9695-788b86c09d6f	d12c4f90-2867-473e-83ec-e23486c14084.htseq_counts.txt.gz	262817	2fcbd4014241758496970736cb5ffd50	RNA-Seq	C3L-02708	CPT0189570010	htseq_counts
87405951-e913-40d4-a098-213b16085e0d	24a285c6-25ba-440d-9fa3-ebe33ee94bad.FPKM-UQ.txt.gz	448317	3810878434bfcacf26ae854e6dc64190	RNA-Seq	C3L-02900	CPT0218670009	FPKM-UQ
7bda63a6-9f7d-4f6e-a98a-1d1150fd3365	24a285c6-25ba-440d-9fa3-ebe33ee94bad.FPKM.txt.gz	342174	3dc068dd7408c39252e9fa041dd36b9c	RNA-Seq	C3L-02900	CPT0218670009	FPKM
ee568ead-80ab-42a4-b670-22545d840963	24a285c6-25ba-440d-9fa3-ebe33ee94bad.htseq_counts.txt.gz	260548	200c19a3f51590f440cc23a5669889d3	RNA-Seq	C3L-02900	CPT0218670009	htseq_counts
7ad0224c-b5f3-429c-ad6f-d4c90565a25e	19731962-7807-4792-a519-8f93504900d5.rna_seq.star_gene_counts.tsv.gz	427781	9ac15e48a0011f3159d17c5005beccb4	RNA-Seq	C3L-02900	CPT0218670009	rna_seq.star_gene_counts
046eacc5-024d-44b5-9286-edcd792f0db0	b2296b87-e695-40e5-b8d7-d927c5b92259.rna_seq.star_splice_junctions.tsv.gz	3320280	d084334a9c7fda31e92ab6a3bcd3a6f0	RNA-Seq	C3L-01049	CPT0217430014	rna_seq.star_splice_junctions
054cbde4-a138-421b-8a5f-1bce82dd4217	fe4b8a46-657b-4565-86bc-4251f1c05208.rna_seq.star_splice_junctions.tsv.gz	3160524	cd7db45ba3600e76d89956230fd5f189	RNA-Seq	C3L-01061	CPT0217710014	rna_seq.star_splice_junctions
398ce5a7-e7f2-4d38-8364-9ca40479e79f	71d3f3ec-6a82-4497-895c-86cd6b27ea44.rna_seq.star_splice_junctions.tsv.gz	3474832	48b64e5846a653d77fc483a4b2e22c7d	RNA-Seq	C3L-02642	CPT0201710009	rna_seq.star_splice_junctions
607adc1b-27ae-4750-875e-c889bc0256e7	56e1db9b-f703-4cc3-a0eb-a9fce85f0fad.rna_seq.star_splice_junctions.tsv.gz	3631929	d6f79b7e2eead40971ac81b4cfd17a89	RNA-Seq	C3N-03088	CPT0209440008	rna_seq.star_splice_junctions
6ababf1f-3b75-4f9b-bbf3-2749b6808f1f	d6696d2a-713e-42a6-9d9c-f11b2ac188e6.rna_seq.star_splice_junctions.tsv.gz	3343256	28e994f849b1f0087a7a698834bf3f87	RNA-Seq	C3L-01155	CPT0218890010	rna_seq.star_splice_junctions
7c63c617-8947-45d7-8cad-8f6e89b7e823	2e0c7789-b8ff-4a1f-a360-a77fb1ef0468.rna_seq.star_splice_junctions.tsv.gz	3182544	943cda2a62f12868c80b7dab250f5212	RNA-Seq	C3L-03266	CPT0189460009	rna_seq.star_splice_junctions
82db1ca8-2415-444e-a5ad-497e584d0209	b13b944c-cbb8-4400-8e6c-4ebdeac56021.rna_seq.star_splice_junctions.tsv.gz	3421451	d60d5a2d2a3c813e032630473f009b99	RNA-Seq	C3L-03681	CPT0221180009	rna_seq.star_splice_junctions
8b6263c6-cfd7-45ce-bbe6-6ab3397cd697	7aea8bbf-ffc6-4c96-a47a-86b152df4b3d.rna_seq.star_splice_junctions.tsv.gz	3512858	671d2bdec960dfc181d77d0f93d1d559	RNA-Seq	C3N-02784	CPT0206000010	rna_seq.star_splice_junctions
91a5974c-f92e-430f-afde-29a5421d5094	5ee2f0ff-a4ef-473e-b4f1-363f157d5def.rna_seq.star_splice_junctions.tsv.gz	3931092	689b36e3399bfb1bde5b71ea8d900a75	RNA-Seq	C3N-02788	CPT0206350006	rna_seq.star_splice_junctions
9957682f-c178-4562-95dc-ec0d0cbc23f9	e3545ede-34ae-4d36-9ddb-5e02e8a92680.rna_seq.star_splice_junctions.tsv.gz	3204168	e6a4818db5377c171bcd1c27f6f5ff9e	RNA-Seq	C3L-01154	CPT0218830010	rna_seq.star_splice_junctions
a19ca027-6cc3-445c-b898-2ea12bce5850	2923f52c-a269-4e4b-ba3c-1b005eee2066.rna_seq.star_splice_junctions.tsv.gz	3504810	264621466c98e1d4806b269baf078925	RNA-Seq	C3L-03744	CPT0216920018	rna_seq.star_splice_junctions
a87a09ca-ef32-4b13-b55f-42d29eff6a7f	f9eb1a8f-7812-44d5-a19d-22350c1f5145.rna_seq.star_splice_junctions.tsv.gz	3475587	e7de83ca5f8e1441e987ff9e539cbb94	RNA-Seq	C3L-03748	CPT0217060009	rna_seq.star_splice_junctions
abd644f4-91c2-4e64-9100-8dba0e612262	3e4f82c1-fb53-4522-9ae5-6a5034b96bed.rna_seq.star_splice_junctions.tsv.gz	3386291	4b41b31d19e0f39a7c58ea69b7d8f8e2	RNA-Seq	C3N-03186	CPT0206880006	rna_seq.star_splice_junctions
bc0780dd-d84b-4172-97d0-770e0a7f5606	65609314-dde5-44f7-a431-67a46b213605.rna_seq.star_splice_junctions.tsv.gz	2896158	321bcc482f4b263bc251b735c5912d2b	RNA-Seq	C3L-02984	CPT0190240010	rna_seq.star_splice_junctions
bf9bfea2-6bae-42d1-9b14-2b617c53a5bd	b9da1e14-7929-46ba-8e1d-c25682ba7df5.rna_seq.star_splice_junctions.tsv.gz	3415820	3958dc8d8b303f91c997974aef20518f	RNA-Seq	C3L-03968	CPT0228220009	rna_seq.star_splice_junctions
